transaction_id,book_title,category,user_id,issue_date,return_date,fine_amount
476,DSA,Data Science,85,2025-01-06,2025-01-12,0
477,DSA,Programming,59,2025-01-28,2025-02-04,0
478,Operating Systems,Data Science,38,2025-01-22,2025-01-28,0
479,DBMS,Programming,185,2025-01-05,2025-01-23,80
480,DSA,Tech,73,2025-03-29,2025-04-10,20
481,DBMS,Programming,147,2025-02-03,2025-02-14,10
482,DBMS,AI,149,2025-01-28,2025-02-16,90
483,DBMS,Programming,15,2025-02-25,2025-03-07,0
484,DSA,AI,32,2025-03-09,2025-03-12,0
485,Python,Tech,45,2025-03-05,2025-03-08,0
486,DBMS,AI,116,2025-03-29,2025-04-17,90
487,Operating Systems,Data Science,113,2025-02-25,2025-03-14,70
488,Operating Systems,AI,11,2025-02-17,2025-03-02,30
489,Python,AI,2,2025-01-06,2025-01-18,20
490,Operating Systems,Tech,61,2025-03-10,2025-03-26,60
491,Machine Learning,Tech,185,2025-03-21,2025-04-05,50
492,Machine Learning,Tech,104,2025-02-26,2025-03-06,0
493,AI Basics,Data Science,30,2025-03-02,2025-03-14,20
494,DSA,Data Science,168,2025-02-07,2025-02-23,60
495,Python,AI,111,2025-03-19,2025-03-31,20
496,DBMS,Programming,67,2025-01-21,2025-01-30,0
497,AI Basics,AI,192,2025-01-19,2025-02-05,70
498,Python,AI,35,2025-01-02,2025-01-05,0
499,Python,AI,3,2025-01-03,2025-01-05,0
500,Machine Learning,Programming,190,2025-03-24,2025-04-07,40
501,Machine Learning,Tech,75,2025-02-02,2025-02-12,0
502,DSA,Data Science,170,2025-03-06,2025-03-21,50
503,Operating Systems,Data Science,59,2025-02-24,2025-03-04,0
504,DSA,Tech,141,2025-02-06,2025-02-15,0
505,Machine Learning,Tech,56,2025-01-30,2025-02-11,20
506,AI Basics,Data Science,74,2025-02-04,2025-02-17,30
507,DBMS,Programming,160,2025-01-29,2025-02-03,0
508,AI Basics,Programming,138,2025-01-02,2025-01-15,30
509,Machine Learning,Data Science,164,2025-01-14,2025-01-27,30
510,Machine Learning,Tech,171,2025-02-16,2025-03-08,100
511,Python,Tech,179,2025-01-31,2025-02-05,0
512,DSA,Programming,11,2025-01-20,2025-02-03,40
513,Machine Learning,Programming,190,2025-01-28,2025-02-08,10
514,DBMS,Tech,180,2025-03-15,2025-03-22,0
515,Machine Learning,Programming,108,2025-03-09,2025-03-26,70
516,Python,Tech,81,2025-02-24,2025-02-28,0
517,AI Basics,AI,53,2025-01-10,2025-01-25,50
518,DSA,Data Science,13,2025-03-16,2025-03-21,0
519,DBMS,AI,28,2025-01-11,2025-01-23,20
520,DBMS,Tech,140,2025-02-18,2025-02-20,0
521,DBMS,AI,179,2025-02-08,2025-02-09,0
522,Machine Learning,Tech,128,2025-02-26,2025-03-09,10
523,AI Basics,Data Science,198,2025-03-31,2025-04-20,100
524,Operating Systems,Data Science,142,2025-02-24,2025-02-26,0
525,Operating Systems,Programming,17,2025-02-12,2025-02-28,60
526,Machine Learning,Data Science,50,2025-01-18,2025-02-07,100
527,Python,Programming,62,2025-01-04,2025-01-13,0
528,Operating Systems,Programming,49,2025-01-11,2025-01-25,40
529,DSA,Programming,134,2025-03-23,2025-04-09,70
530,AI Basics,AI,167,2025-02-19,2025-02-22,0
531,AI Basics,Data Science,72,2025-01-09,2025-01-10,0
532,Machine Learning,AI,51,2025-02-27,2025-03-07,0
533,AI Basics,Tech,103,2025-02-25,2025-03-11,40
534,Operating Systems,Tech,173,2025-03-01,2025-03-02,0
535,AI Basics,Tech,141,2025-03-13,2025-03-22,0
536,AI Basics,AI,160,2025-02-15,2025-03-04,70
537,Machine Learning,Data Science,105,2025-03-19,2025-04-01,30
538,AI Basics,AI,20,2025-01-02,2025-01-15,30
539,DSA,AI,54,2025-02-12,2025-02-22,0
540,Machine Learning,Tech,99,2025-01-14,2025-01-26,20
541,Machine Learning,Programming,54,2025-02-02,2025-02-18,60
542,DBMS,AI,132,2025-01-04,2025-01-07,0
543,AI Basics,Data Science,33,2025-03-08,2025-03-17,0
544,Machine Learning,AI,178,2025-02-12,2025-02-21,0
545,AI Basics,Tech,39,2025-02-02,2025-02-18,60
546,DBMS,Programming,147,2025-03-21,2025-04-06,60
547,Python,Programming,42,2025-01-15,2025-01-23,0
548,DSA,Tech,33,2025-02-05,2025-02-21,60
549,Python,Tech,181,2025-03-17,2025-04-02,60
550,Machine Learning,AI,56,2025-03-21,2025-04-01,10
551,Operating Systems,Programming,181,2025-03-12,2025-03-13,0
552,DBMS,Tech,55,2025-03-14,2025-04-03,100
553,Machine Learning,Programming,44,2025-03-25,2025-04-12,80
554,Operating Systems,Programming,127,2025-02-16,2025-03-04,60
555,DBMS,Data Science,154,2025-01-02,2025-01-16,40
556,DBMS,Tech,30,2025-02-11,2025-02-20,0
557,Operating Systems,Tech,164,2025-03-28,2025-04-10,30
558,Machine Learning,Programming,131,2025-02-23,2025-03-01,0
559,DBMS,Data Science,45,2025-03-18,2025-04-01,40
560,Machine Learning,Tech,16,2025-01-29,2025-02-09,10
561,AI Basics,Data Science,177,2025-03-20,2025-03-21,0
562,Machine Learning,Tech,76,2025-03-31,2025-04-06,0
563,Operating Systems,AI,34,2025-02-06,2025-02-12,0
564,Operating Systems,Data Science,86,2025-02-03,2025-02-11,0
565,Operating Systems,Programming,95,2025-01-05,2025-01-18,30
566,AI Basics,AI,80,2025-03-29,2025-04-03,0
567,Operating Systems,AI,29,2025-01-07,2025-01-10,0
568,AI Basics,Tech,175,2025-02-17,2025-03-01,20
569,Operating Systems,Tech,144,2025-03-31,2025-04-12,20
570,Machine Learning,Programming,2,2025-03-29,2025-04-01,0
571,AI Basics,AI,178,2025-03-08,2025-03-10,0
572,Machine Learning,Tech,163,2025-03-13,2025-03-29,60
573,Machine Learning,AI,142,2025-02-22,2025-03-14,100
574,DBMS,AI,113,2025-03-01,2025-03-06,0
575,DSA,Data Science,31,2025-01-21,2025-01-27,0
576,Python,AI,126,2025-01-05,2025-01-25,100
577,Machine Learning,AI,195,2025-03-15,2025-03-19,0
578,DSA,Programming,25,2025-01-13,2025-01-17,0
579,Operating Systems,Tech,124,2025-02-07,2025-02-26,90
580,DBMS,Data Science,51,2025-02-23,2025-02-26,0
581,Python,Data Science,19,2025-01-03,2025-01-22,90
582,DSA,Tech,119,2025-01-22,2025-01-28,0
583,DSA,Programming,146,2025-01-30,2025-02-04,0
584,Machine Learning,Tech,155,2025-03-14,2025-03-24,0
585,AI Basics,Programming,35,2025-04-01,2025-04-19,80
586,DSA,Tech,91,2025-01-06,2025-01-26,100
587,Machine Learning,Programming,128,2025-03-23,2025-03-29,0
588,Python,Programming,168,2025-04-01,2025-04-10,0
589,AI Basics,Data Science,56,2025-02-21,2025-03-11,80
590,Python,Tech,167,2025-02-10,2025-02-18,0
591,AI Basics,Programming,101,2025-01-01,2025-01-21,100
592,Python,Tech,135,2025-02-09,2025-02-28,90
593,Python,Data Science,123,2025-03-09,2025-03-15,0
594,DSA,Tech,182,2025-01-10,2025-01-28,80
595,DBMS,Data Science,54,2025-01-23,2025-01-26,0
596,AI Basics,Programming,156,2025-01-30,2025-02-16,70
597,DBMS,Data Science,117,2025-01-31,2025-02-08,0
598,Python,Data Science,176,2025-02-10,2025-02-26,60
599,AI Basics,Programming,132,2025-01-25,2025-02-08,40
600,DSA,Data Science,90,2025-02-14,2025-02-24,0
601,DSA,AI,80,2025-01-10,2025-01-25,50
602,DBMS,AI,163,2025-01-22,2025-02-09,80
603,Python,AI,79,2025-01-31,2025-02-20,100
604,Operating Systems,AI,96,2025-03-31,2025-04-04,0
605,Machine Learning,AI,85,2025-01-12,2025-01-26,40
606,Machine Learning,Data Science,20,2025-03-16,2025-04-02,70
607,DBMS,Data Science,14,2025-03-17,2025-04-06,100
608,DSA,Programming,114,2025-03-03,2025-03-15,20
609,AI Basics,Programming,122,2025-02-21,2025-03-11,80
610,Python,AI,135,2025-01-28,2025-02-04,0
611,Machine Learning,Tech,195,2025-02-17,2025-02-26,0
612,Machine Learning,Programming,56,2025-02-27,2025-03-09,0
613,DBMS,AI,160,2025-03-19,2025-04-08,100
614,Operating Systems,Programming,77,2025-03-27,2025-04-02,0
615,DSA,Tech,64,2025-03-01,2025-03-18,70
616,DSA,Programming,50,2025-03-04,2025-03-14,0
617,DSA,Programming,196,2025-02-18,2025-02-22,0
618,Operating Systems,Data Science,70,2025-02-16,2025-03-05,70
619,DBMS,Programming,127,2025-02-18,2025-02-21,0
620,Machine Learning,Tech,94,2025-02-18,2025-03-02,20
621,Python,Tech,87,2025-02-05,2025-02-16,10
622,Machine Learning,Data Science,45,2025-03-12,2025-03-16,0
623,Machine Learning,Data Science,92,2025-02-11,2025-03-03,100
624,DSA,Data Science,137,2025-02-11,2025-03-01,80
625,Python,Programming,172,2025-01-30,2025-02-08,0
626,DSA,AI,57,2025-02-12,2025-02-28,60
627,Operating Systems,Data Science,82,2025-02-12,2025-02-17,0
628,Machine Learning,Data Science,90,2025-03-22,2025-04-02,10
629,DSA,Programming,18,2025-02-11,2025-02-28,70
630,AI Basics,Tech,17,2025-03-13,2025-03-30,70
631,DBMS,Programming,46,2025-02-09,2025-02-21,20
632,AI Basics,Programming,66,2025-02-27,2025-03-10,10
633,Operating Systems,AI,7,2025-02-12,2025-02-20,0
634,Python,Tech,22,2025-01-01,2025-01-18,70
635,Operating Systems,AI,61,2025-01-22,2025-01-29,0
636,DSA,Tech,144,2025-03-22,2025-03-25,0
637,DSA,AI,29,2025-03-06,2025-03-16,0
638,DBMS,Programming,51,2025-01-27,2025-02-09,30
639,Machine Learning,AI,94,2025-04-01,2025-04-17,60
640,Machine Learning,Tech,181,2025-03-29,2025-04-16,80
641,DSA,Programming,128,2025-02-22,2025-03-02,0
642,Python,Data Science,163,2025-02-28,2025-03-03,0
643,AI Basics,Data Science,116,2025-03-27,2025-04-07,10
644,DSA,Tech,70,2025-04-01,2025-04-17,60
645,DBMS,Programming,76,2025-01-23,2025-01-24,0
646,AI Basics,Tech,47,2025-03-26,2025-03-31,0
647,DSA,AI,101,2025-01-13,2025-01-17,0
648,Operating Systems,Tech,106,2025-02-06,2025-02-26,100
649,Machine Learning,Tech,49,2025-03-16,2025-03-23,0
650,DSA,Data Science,103,2025-03-02,2025-03-11,0
651,DSA,Tech,28,2025-02-26,2025-03-07,0
652,Operating Systems,Tech,193,2025-03-19,2025-03-31,20
653,Operating Systems,Tech,18,2025-03-09,2025-03-28,90
654,AI Basics,Programming,199,2025-03-01,2025-03-05,0
655,DSA,Data Science,89,2025-02-02,2025-02-15,30
656,DSA,Programming,116,2025-01-18,2025-02-05,80
657,Operating Systems,Data Science,167,2025-03-21,2025-03-30,0
658,Python,Programming,46,2025-03-09,2025-03-25,60
659,AI Basics,Data Science,197,2025-01-07,2025-01-22,50
660,Operating Systems,Programming,189,2025-01-25,2025-02-10,60
661,DSA,Programming,115,2025-02-19,2025-02-20,0
662,Python,AI,141,2025-02-13,2025-03-03,80
663,DSA,Tech,191,2025-02-26,2025-03-12,40
664,DBMS,Tech,21,2025-01-09,2025-01-27,80
665,Operating Systems,AI,179,2025-01-01,2025-01-14,30
666,AI Basics,AI,173,2025-03-02,2025-03-06,0
667,AI Basics,Tech,10,2025-01-18,2025-01-29,10
668,DSA,Tech,48,2025-03-31,2025-04-19,90
669,DSA,Programming,36,2025-02-08,2025-02-19,10
670,DBMS,Tech,13,2025-03-02,2025-03-09,0
671,DBMS,Data Science,13,2025-02-19,2025-03-01,0
672,Operating Systems,Programming,200,2025-03-11,2025-03-25,40
673,Operating Systems,AI,123,2025-03-03,2025-03-07,0
674,AI Basics,Programming,113,2025-01-23,2025-02-03,10
675,DSA,Programming,128,2025-01-16,2025-01-30,40
676,DBMS,Tech,107,2025-03-19,2025-03-29,0
677,Python,Programming,159,2025-03-18,2025-03-25,0
678,Machine Learning,Data Science,59,2025-03-26,2025-04-04,0
679,DSA,Data Science,168,2025-02-20,2025-03-09,70
680,AI Basics,Tech,67,2025-03-01,2025-03-08,0
681,AI Basics,Programming,100,2025-02-04,2025-02-05,0
682,DSA,Tech,88,2025-03-09,2025-03-23,40
683,Operating Systems,Programming,155,2025-01-24,2025-01-31,0
684,Machine Learning,AI,141,2025-03-02,2025-03-16,40
685,Machine Learning,Tech,149,2025-02-05,2025-02-10,0
686,AI Basics,Programming,61,2025-02-08,2025-02-13,0
687,DBMS,Data Science,51,2025-01-25,2025-02-03,0
688,Python,AI,187,2025-02-13,2025-02-28,50
689,Python,Programming,11,2025-01-28,2025-01-29,0
690,DSA,AI,88,2025-02-14,2025-02-21,0
691,DBMS,Data Science,74,2025-02-05,2025-02-25,100
692,Machine Learning,AI,39,2025-03-09,2025-03-27,80
693,Python,Programming,104,2025-02-20,2025-03-04,20
694,Python,Tech,193,2025-02-20,2025-03-10,80
695,DSA,Tech,147,2025-03-13,2025-04-02,100
696,AI Basics,Data Science,59,2025-02-28,2025-03-04,0
697,DBMS,AI,55,2025-01-06,2025-01-21,50
698,DSA,Tech,165,2025-03-10,2025-03-18,0
699,Python,AI,7,2025-01-15,2025-01-17,0
700,Python,Tech,35,2025-03-14,2025-04-02,90
701,AI Basics,AI,129,2025-03-11,2025-03-27,60
702,AI Basics,AI,62,2025-02-28,2025-03-18,80
703,Python,Tech,200,2025-02-23,2025-02-24,0
704,Operating Systems,Programming,102,2025-03-03,2025-03-08,0
705,DSA,Tech,164,2025-02-26,2025-03-05,0
706,DSA,AI,56,2025-01-08,2025-01-16,0
707,Machine Learning,AI,164,2025-02-12,2025-02-21,0
708,Machine Learning,AI,150,2025-03-03,2025-03-16,30
709,Python,Data Science,23,2025-01-02,2025-01-11,0
710,Python,Programming,93,2025-02-09,2025-02-12,0
711,DSA,Data Science,144,2025-01-20,2025-02-04,50
712,AI Basics,Programming,140,2025-02-17,2025-02-20,0
713,DBMS,Programming,105,2025-02-13,2025-02-15,0
714,DBMS,Programming,137,2025-03-07,2025-03-16,0
715,Machine Learning,Tech,19,2025-03-31,2025-04-20,100
716,DSA,Programming,175,2025-03-07,2025-03-08,0
717,Operating Systems,Data Science,39,2025-03-29,2025-04-14,60
718,DSA,Tech,30,2025-01-28,2025-02-13,60
719,DSA,Programming,27,2025-02-18,2025-02-24,0
720,Operating Systems,Programming,195,2025-02-17,2025-03-06,70
721,DBMS,Programming,128,2025-02-26,2025-03-04,0
722,DBMS,AI,80,2025-01-10,2025-01-20,0
723,AI Basics,Data Science,89,2025-01-26,2025-02-01,0
724,Machine Learning,AI,41,2025-03-25,2025-04-04,0
725,DBMS,Data Science,2,2025-03-13,2025-03-19,0
726,DSA,Tech,167,2025-01-31,2025-02-07,0
727,Operating Systems,Data Science,19,2025-03-27,2025-04-16,100
728,Machine Learning,Tech,176,2025-02-23,2025-03-08,30
729,AI Basics,AI,142,2025-01-14,2025-01-30,60
730,Python,Data Science,40,2025-03-02,2025-03-05,0
731,Python,AI,200,2025-03-25,2025-03-26,0
732,DSA,Data Science,40,2025-01-26,2025-01-29,0
733,Machine Learning,Tech,46,2025-02-21,2025-03-06,30
734,Python,Tech,73,2025-03-21,2025-03-22,0
735,Python,Programming,107,2025-03-01,2025-03-06,0
736,DBMS,Data Science,121,2025-02-23,2025-03-01,0
737,DSA,AI,112,2025-01-01,2025-01-19,80
738,DBMS,Programming,127,2025-03-02,2025-03-06,0
739,DSA,Tech,194,2025-03-22,2025-03-29,0
740,DBMS,Tech,22,2025-02-22,2025-03-04,0
741,DBMS,Data Science,52,2025-03-03,2025-03-23,100
742,Operating Systems,AI,139,2025-03-25,2025-04-01,0
743,DSA,Data Science,14,2025-03-10,2025-03-30,100
744,Operating Systems,Data Science,13,2025-02-17,2025-03-05,60
745,Machine Learning,Data Science,164,2025-03-02,2025-03-09,0
746,Operating Systems,Data Science,130,2025-01-13,2025-02-01,90
747,Machine Learning,AI,76,2025-03-21,2025-03-28,0
748,Operating Systems,Programming,141,2025-01-31,2025-02-17,70
749,DSA,Data Science,136,2025-01-29,2025-02-14,60
750,Python,Tech,83,2025-03-13,2025-03-30,70
751,DSA,AI,83,2025-02-20,2025-03-03,10
752,Operating Systems,Tech,102,2025-04-01,2025-04-14,30
753,DBMS,Tech,118,2025-03-04,2025-03-15,10
754,Machine Learning,Programming,182,2025-03-17,2025-03-27,0
755,AI Basics,Programming,50,2025-02-26,2025-03-16,80
756,Machine Learning,AI,175,2025-03-01,2025-03-07,0
757,Operating Systems,Programming,24,2025-02-09,2025-02-19,0
758,AI Basics,AI,44,2025-03-23,2025-03-27,0
759,AI Basics,Data Science,69,2025-03-18,2025-04-01,40
760,DSA,Programming,85,2025-01-25,2025-02-10,60
761,Machine Learning,Tech,136,2025-03-17,2025-03-25,0
762,Python,Tech,77,2025-03-20,2025-04-02,30
763,Operating Systems,AI,48,2025-01-30,2025-02-07,0
764,Python,AI,160,2025-03-01,2025-03-08,0
765,DSA,Programming,106,2025-02-26,2025-03-09,10
766,DBMS,Programming,114,2025-04-01,2025-04-14,30
767,Operating Systems,Data Science,200,2025-03-20,2025-03-27,0
768,Machine Learning,Programming,132,2025-02-12,2025-02-25,30
769,Operating Systems,Programming,183,2025-01-23,2025-01-27,0
770,DBMS,AI,120,2025-01-19,2025-02-04,60
771,AI Basics,Programming,84,2025-01-12,2025-01-30,80
772,DSA,Data Science,17,2025-01-03,2025-01-18,50
773,Operating Systems,Data Science,59,2025-01-10,2025-01-24,40
774,Python,Tech,162,2025-03-29,2025-04-03,0
775,Python,Programming,136,2025-02-13,2025-02-26,30
776,AI Basics,AI,48,2025-03-03,2025-03-11,0
777,DBMS,Tech,150,2025-01-16,2025-01-27,10
778,AI Basics,Tech,147,2025-02-12,2025-02-15,0
779,AI Basics,Data Science,28,2025-01-10,2025-01-25,50
780,Python,AI,116,2025-01-21,2025-02-09,90
781,DBMS,Data Science,5,2025-02-01,2025-02-10,0
782,DSA,Data Science,151,2025-03-14,2025-03-18,0
783,Machine Learning,Programming,197,2025-02-03,2025-02-19,60
784,DBMS,Data Science,8,2025-02-19,2025-03-01,0
785,AI Basics,Programming,104,2025-03-13,2025-04-01,90
786,Machine Learning,AI,177,2025-04-01,2025-04-12,10
787,DBMS,AI,50,2025-02-22,2025-03-14,100
788,DBMS,AI,167,2025-01-17,2025-01-29,20
789,Operating Systems,AI,59,2025-03-15,2025-03-26,10
790,Machine Learning,Data Science,156,2025-02-26,2025-03-17,90
791,DBMS,Data Science,23,2025-02-17,2025-02-18,0
792,DBMS,AI,157,2025-01-01,2025-01-05,0
793,Operating Systems,AI,84,2025-01-05,2025-01-12,0
794,DSA,Tech,161,2025-02-27,2025-03-07,0
795,DBMS,Data Science,19,2025-03-27,2025-04-12,60
796,AI Basics,AI,132,2025-03-30,2025-04-07,0
797,Python,Tech,165,2025-01-20,2025-01-21,0
798,DSA,Programming,116,2025-03-29,2025-04-03,0
799,Python,Tech,99,2025-03-12,2025-03-14,0
800,DBMS,Tech,24,2025-02-11,2025-02-22,10
801,Machine Learning,Data Science,84,2025-01-30,2025-02-04,0
802,DBMS,Programming,28,2025-02-11,2025-03-03,100
803,DSA,Data Science,188,2025-01-20,2025-01-22,0
804,DBMS,Tech,75,2025-02-12,2025-02-28,60
805,AI Basics,AI,84,2025-03-22,2025-04-09,80
806,Machine Learning,Tech,7,2025-02-18,2025-02-26,0
807,AI Basics,Tech,111,2025-02-24,2025-03-07,10
808,DBMS,Programming,170,2025-03-07,2025-03-19,20
809,Python,Data Science,170,2025-03-22,2025-03-25,0
810,DSA,Data Science,116,2025-01-16,2025-01-31,50
811,Python,AI,38,2025-03-29,2025-04-18,100
812,Operating Systems,Programming,104,2025-02-26,2025-03-05,0
813,DBMS,Tech,180,2025-03-11,2025-03-22,10
814,AI Basics,Data Science,151,2025-01-24,2025-01-29,0
815,DBMS,AI,17,2025-02-23,2025-03-01,0
816,Machine Learning,Tech,103,2025-02-14,2025-02-28,40
817,Operating Systems,Data Science,114,2025-03-24,2025-03-27,0
818,DBMS,AI,170,2025-01-03,2025-01-16,30
819,Python,Programming,102,2025-02-24,2025-03-05,0
820,DSA,Tech,184,2025-03-07,2025-03-15,0
821,DSA,AI,189,2025-01-09,2025-01-24,50
822,Machine Learning,AI,143,2025-03-07,2025-03-21,40
823,Operating Systems,AI,183,2025-03-31,2025-04-02,0
824,Python,Programming,140,2025-02-22,2025-03-06,20
825,AI Basics,Data Science,170,2025-01-07,2025-01-21,40
826,AI Basics,Tech,112,2025-01-29,2025-02-02,0
827,DSA,AI,68,2025-01-05,2025-01-19,40
828,Machine Learning,Tech,141,2025-03-11,2025-03-22,10
829,AI Basics,Tech,98,2025-03-16,2025-04-03,80
830,Machine Learning,Data Science,80,2025-03-30,2025-04-16,70
831,Operating Systems,Tech,88,2025-03-30,2025-04-06,0
832,Python,Tech,198,2025-03-07,2025-03-18,10
833,Operating Systems,Data Science,188,2025-03-21,2025-03-28,0
834,AI Basics,AI,160,2025-02-28,2025-03-15,50
835,AI Basics,Tech,131,2025-02-24,2025-03-10,40
836,Operating Systems,Data Science,44,2025-01-23,2025-01-28,0
837,Operating Systems,Tech,97,2025-01-12,2025-01-18,0
838,Machine Learning,Data Science,87,2025-03-04,2025-03-05,0
839,Operating Systems,Tech,57,2025-02-22,2025-03-14,100
840,Python,Tech,28,2025-03-27,2025-04-08,20
841,Operating Systems,Programming,135,2025-01-10,2025-01-17,0
842,DBMS,Tech,184,2025-03-26,2025-04-03,0
843,DBMS,Data Science,101,2025-03-23,2025-04-08,60
844,AI Basics,Programming,99,2025-03-17,2025-03-28,10
845,DSA,Tech,164,2025-02-14,2025-02-15,0
846,Machine Learning,Programming,152,2025-02-19,2025-02-22,0
847,Machine Learning,Tech,161,2025-01-04,2025-01-09,0
848,AI Basics,Tech,97,2025-03-02,2025-03-19,70
849,Machine Learning,AI,198,2025-02-28,2025-03-05,0
850,AI Basics,Tech,124,2025-03-24,2025-04-05,20
851,DSA,Data Science,53,2025-02-20,2025-03-08,60
852,Machine Learning,Programming,141,2025-02-27,2025-03-19,100
853,DBMS,Data Science,54,2025-02-25,2025-03-04,0
854,DSA,Data Science,24,2025-03-21,2025-04-07,70
855,DSA,Tech,168,2025-03-20,2025-04-06,70
856,Python,AI,90,2025-03-03,2025-03-11,0
857,AI Basics,Tech,87,2025-01-24,2025-02-13,100
858,Machine Learning,Data Science,73,2025-02-06,2025-02-24,80
859,Operating Systems,AI,146,2025-03-17,2025-03-23,0
860,Python,AI,7,2025-03-09,2025-03-22,30
861,DBMS,Tech,105,2025-01-08,2025-01-13,0
862,Machine Learning,Programming,111,2025-01-29,2025-02-18,100
863,Operating Systems,Programming,167,2025-03-09,2025-03-19,0
864,Operating Systems,Programming,35,2025-03-30,2025-04-01,0
865,Machine Learning,AI,65,2025-03-07,2025-03-23,60
866,AI Basics,Data Science,55,2025-03-28,2025-04-09,20
867,Python,Programming,113,2025-03-08,2025-03-12,0
868,DBMS,Tech,158,2025-01-09,2025-01-18,0
869,Machine Learning,Tech,139,2025-02-24,2025-03-16,100
870,AI Basics,AI,48,2025-01-29,2025-02-01,0
871,AI Basics,AI,17,2025-03-23,2025-04-04,20
872,Operating Systems,Data Science,124,2025-03-30,2025-04-08,0
873,Operating Systems,AI,77,2025-04-01,2025-04-11,0
874,DBMS,AI,173,2025-01-07,2025-01-13,0
875,Python,Data Science,155,2025-03-17,2025-03-30,30
876,DSA,Programming,56,2025-01-24,2025-02-11,80
877,Python,AI,89,2025-01-18,2025-02-06,90
878,AI Basics,Programming,125,2025-02-27,2025-03-08,0
879,Machine Learning,Programming,90,2025-02-12,2025-02-24,20
880,DSA,AI,99,2025-02-26,2025-03-17,90
881,AI Basics,Programming,88,2025-03-25,2025-03-27,0
882,DBMS,AI,130,2025-03-04,2025-03-16,20
883,Machine Learning,Tech,14,2025-01-06,2025-01-16,0
884,Python,Data Science,63,2025-02-23,2025-03-12,70
885,Machine Learning,Programming,16,2025-03-14,2025-03-31,70
886,DSA,AI,137,2025-03-22,2025-04-07,60
887,Python,Programming,28,2025-01-09,2025-01-26,70
888,Python,Programming,200,2025-01-02,2025-01-11,0
889,DSA,AI,131,2025-03-14,2025-03-16,0
890,DBMS,Programming,150,2025-02-07,2025-02-12,0
891,Python,AI,1,2025-03-05,2025-03-23,80
892,Operating Systems,AI,20,2025-03-04,2025-03-16,20
893,DBMS,Data Science,5,2025-01-14,2025-01-20,0
894,DSA,Data Science,66,2025-03-06,2025-03-16,0
895,Machine Learning,Programming,16,2025-02-11,2025-02-25,40
896,Operating Systems,AI,78,2025-02-05,2025-02-23,80
897,DSA,Programming,81,2025-02-08,2025-02-09,0
898,DBMS,Tech,178,2025-02-12,2025-02-19,0
899,DSA,Programming,101,2025-03-23,2025-04-03,10
900,DSA,Tech,8,2025-03-17,2025-03-18,0
901,Python,Data Science,103,2025-03-13,2025-03-31,80
902,Python,Tech,76,2025-01-04,2025-01-22,80
903,Python,Data Science,171,2025-03-03,2025-03-14,10
904,DBMS,AI,21,2025-01-28,2025-01-31,0
905,Python,AI,138,2025-02-28,2025-03-01,0
906,AI Basics,Data Science,78,2025-03-13,2025-03-25,20
907,Machine Learning,Data Science,124,2025-02-06,2025-02-09,0
908,Operating Systems,Programming,120,2025-02-23,2025-03-08,30
909,DSA,Data Science,28,2025-02-12,2025-02-25,30
910,DSA,Programming,153,2025-02-14,2025-02-22,0
911,DBMS,Programming,57,2025-02-09,2025-02-12,0
912,DSA,AI,157,2025-02-26,2025-03-18,100
913,Python,AI,11,2025-02-16,2025-03-04,60
914,Python,AI,57,2025-02-21,2025-03-11,80
915,DBMS,AI,34,2025-03-20,2025-03-28,0
916,Machine Learning,Data Science,54,2025-03-10,2025-03-18,0
917,Operating Systems,AI,110,2025-02-09,2025-02-25,60
918,Operating Systems,Tech,18,2025-01-09,2025-01-23,40
919,DSA,Tech,184,2025-01-24,2025-02-13,100
920,DBMS,AI,96,2025-01-20,2025-01-29,0
921,Python,Tech,107,2025-01-07,2025-01-27,100
922,Python,Programming,181,2025-01-19,2025-01-27,0
923,Operating Systems,Tech,6,2025-03-20,2025-04-08,90
924,Python,AI,154,2025-01-14,2025-01-30,60
925,Python,AI,188,2025-01-15,2025-01-22,0
926,Python,AI,132,2025-02-15,2025-03-07,100
927,AI Basics,Programming,119,2025-02-04,2025-02-16,20
928,Machine Learning,Programming,199,2025-01-18,2025-02-03,60
929,AI Basics,Data Science,174,2025-02-09,2025-02-27,80
930,Python,Data Science,137,2025-03-04,2025-03-24,100
931,Operating Systems,Tech,131,2025-01-29,2025-02-10,20
932,Operating Systems,Programming,199,2025-02-09,2025-02-17,0
933,DSA,Tech,151,2025-02-01,2025-02-06,0
934,Operating Systems,Tech,55,2025-01-22,2025-02-06,50
935,Operating Systems,Programming,93,2025-03-08,2025-03-26,80
936,DBMS,Tech,82,2025-03-03,2025-03-22,90
937,Operating Systems,Tech,141,2025-01-09,2025-01-25,60
938,AI Basics,Tech,49,2025-02-18,2025-02-25,0
939,DBMS,Data Science,21,2025-02-27,2025-03-04,0
940,DBMS,Data Science,67,2025-03-19,2025-04-02,40
941,Python,Programming,195,2025-03-16,2025-03-30,40
942,Python,Programming,96,2025-01-11,2025-01-14,0
943,AI Basics,Tech,71,2025-03-05,2025-03-17,20
944,Python,Tech,13,2025-03-25,2025-04-01,0
945,Machine Learning,Programming,25,2025-01-11,2025-01-30,90
946,DSA,AI,139,2025-02-23,2025-03-07,20
947,Python,Tech,24,2025-03-11,2025-03-27,60
948,Operating Systems,Programming,18,2025-01-07,2025-01-13,0
949,Machine Learning,Programming,143,2025-03-31,2025-04-13,30
950,Operating Systems,Programming,145,2025-02-23,2025-03-03,0
951,Machine Learning,Data Science,197,2025-03-17,2025-04-03,70
